listing_id,seller_id,product_name,category,listed_price,competitor_price
LST-0000290,MNT-0022,Casual Loafers,Footwear,2286.84,2130.58
LST-0000291,MNT-0023,Classic Jersey,Sports,1039.83,1052.41
LST-0000292,MNT-0023,Premium Yoga Mat,Sports,1339.29,1230.37
LST-0000293,MNT-0023,Trendy Yoga Mat,Sports,1461.4,1439.79
LST-0000294,MNT-0023,Sport Track Pants,Sports,531.96,452.17
LST-0000295,MNT-0023,Handcrafted Cap,Sports,773.84,848.49
LST-0000296,MNT-0023,Everyday Cap,Sports,535.11,519.27
LST-0000297,MNT-0023,Sport Jersey,Sports,782.1,729.01
LST-0000298,MNT-0023,Everyday Yoga Mat,Sports,850.69,790.37
LST-0000299,MNT-0023,Handcrafted Gym Bag,Sports,861.18,813.64
LST-0000300,MNT-0023,Handcrafted Track Pants,Sports,1052.78,1023.15
LST-0000301,MNT-0023,Sport Gym Bag,Sports,1176.73,1076.52
LST-0000302,MNT-0023,Handcrafted Cap,Sports,902.08,914.98
LST-0000303,MNT-0023,Trendy Jersey,Sports,1559.5,1555.34
LST-0000304,MNT-0024,Classic Handbag,Accessories,411.03,461.39
LST-0000305,MNT-0024,Classic Sunglasses,Accessories,289.43,277.7
LST-0000306,MNT-0024,Premium Sunglasses,Accessories,354.63,350.98
LST-0000307,MNT-0024,Designer Belt,Accessories,723.76,615.2
LST-0000308,MNT-0024,Sport Scarf,Accessories,417.69,410.66
LST-0000309,MNT-0024,Premium Wallet,Accessories,480.96,411.26
LST-0000310,MNT-0025,Designer Wallet,Accessories,320.5,314.87
LST-0000311,MNT-0025,Classic Scarf,Accessories,771.86,682.02
LST-0000312,MNT-0025,Trendy Belt,Accessories,371.61,420.88
LST-0000313,MNT-0025,Casual Handbag,Accessories,467.72,486.61
LST-0000314,MNT-0025,Signature Sunglasses,Accessories,254.41,233.66
LST-0000315,MNT-0025,Premium Belt,Accessories,527.83,532.44
LST-0000316,MNT-0025,Casual Scarf,Accessories,595.84,568.4
LST-0000317,MNT-0025,Handcrafted Belt,Accessories,743.84,738.38
LST-0000318,MNT-0025,Everyday Belt,Accessories,461.9,415.74
LST-0000319,MNT-0025,Handcrafted Belt,Accessories,717.17,736.42
LST-0000320,MNT-0026,Festive Sherwani,Ethnic Wear,2143.83,2149.0
LST-0000321,MNT-0026,Casual Sherwani,Ethnic Wear,1710.17,1494.89
LST-0000322,MNT-0026,Designer Anarkali,Ethnic Wear,2368.38,2191.22
LST-0000323,MNT-0026,Sport Saree,Ethnic Wear,1971.71,2115.76
LST-0000324,MNT-0026,Sport Sherwani,Ethnic Wear,1071.56,910.83
LST-0000325,MNT-0026,Everyday Sherwani,Ethnic Wear,1551.17,1493.92
LST-0000326,MNT-0026,Festive Anarkali,Ethnic Wear,850.56,886.3
LST-0000327,MNT-0026,Trendy Lehenga,Ethnic Wear,1489.2,1603.9
LST-0000328,MNT-0026,Sport Anarkali,Ethnic Wear,1877.9,1691.18
LST-0000329,MNT-0026,Everyday Saree,Ethnic Wear,809.51,762.33
LST-0000330,MNT-0026,Signature Saree,Ethnic Wear,2009.77,2144.13
LST-0000331,MNT-0026,Handcrafted Sherwani,Ethnic Wear,2464.68,2254.36
LST-0000332,MNT-0026,Premium Lehenga,Ethnic Wear,1878.05,1839.57
LST-0000333,MNT-0026,Handcrafted Saree,Ethnic Wear,1875.04,1982.58
LST-0000334,MNT-0026,Everyday Kurta Set,Ethnic Wear,2019.62,1716.68
LST-0000335,MNT-0026,Sport Lehenga,Ethnic Wear,2308.18,2173.32
LST-0000336,MNT-0026,Signature Sherwani,Ethnic Wear,2344.59,2639.02
LST-0000337,MNT-0026,Everyday Lehenga,Ethnic Wear,834.14,794.87
LST-0000338,MNT-0026,Classic Kurta Set,Ethnic Wear,2401.37,2426.16
LST-0000339,MNT-0026,Sport Sherwani,Ethnic Wear,1744.96,1896.32
LST-0000340,MNT-0026,Casual Lehenga,Ethnic Wear,2215.42,2196.26
LST-0000341,MNT-0026,Trendy Kurta Set,Ethnic Wear,1128.47,1226.56
LST-0000342,MNT-0026,Classic Saree,Ethnic Wear,2123.47,2047.33
LST-0000343,MNT-0026,Signature Saree,Ethnic Wear,1383.27,1409.65
LST-0000344,MNT-0026,Signature Sherwani,Ethnic Wear,890.1,951.51
LST-0000345,MNT-0027,Casual Heels,Footwear,1595.42,1519.71
LST-0000346,MNT-0027,Festive Sneakers,Footwear,1021.31,974.04
LST-0000347,MNT-0027,Premium Loafers,Footwear,786.62,748.74
LST-0000348,MNT-0027,Sport Running Shoes,Footwear,1777.85,1805.41
LST-0000349,MNT-0027,Festive Sandals,Footwear,2666.61,2904.51
LST-0000350,MNT-0027,Classic Running Shoes,Footwear,2248.72,2383.69
LST-0000351,MNT-0027,Sport Loafers,Footwear,2778.22,2524.29
LST-0000352,MNT-0027,Classic Loafers,Footwear,563.33,605.82
LST-0000353,MNT-0027,Everyday Heels,Footwear,1040.86,1101.89
LST-0000354,MNT-0027,Signature Sandals,Footwear,1360.37,1404.09
LST-0000355,MNT-0027,Trendy Loafers,Footwear,2230.41,2382.64
LST-0000356,MNT-0027,Trendy Sneakers,Footwear,1122.02,1151.48
LST-0000357,MNT-0027,Trendy Loafers,Footwear,1099.02,1001.11
LST-0000358,MNT-0027,Trendy Loafers,Footwear,2410.33,2610.27
LST-0000359,MNT-0027,Handcrafted Running Shoes,Footwear,747.19,785.64
LST-0000360,MNT-0028,Casual Sherwani,Ethnic Wear,1640.1,1694.5
LST-0000361,MNT-0028,Trendy Sherwani,Ethnic Wear,1495.45,1638.89
LST-0000362,MNT-0028,Festive Saree,Ethnic Wear,1146.36,1037.73
LST-0000363,MNT-0028,Casual Sherwani,Ethnic Wear,1274.39,1445.36
LST-0000364,MNT-0028,Premium Lehenga,Ethnic Wear,1103.8,956.62
LST-0000365,MNT-0028,Sport Anarkali,Ethnic Wear,2013.45,1987.76
LST-0000366,MNT-0028,Signature Sherwani,Ethnic Wear,2494.87,2372.69
LST-0000367,MNT-0028,Casual Saree,Ethnic Wear,2466.11,2492.52
LST-0000368,MNT-0028,Premium Sherwani,Ethnic Wear,1898.87,1691.98
